,Ticker,date,qtr,eps_est,eps,release_time
152,EBAY,7/20/17,17-Jun,0.45,0.45,post
153,EBAY,10/18/17,17-Sep,0.48,0.48,post
154,EBAY,1/31/18,17-Dec,0.59,0.59,post
155,EBAY,4/25/18,18-Mar,0.53,0.53,post
156,EBAY,7/18/18,18-Jun,0.51,0.53,post
157,EBAY,10/30/18,18-Sep,0.55,0.56,post
158,EBAY,1/29/19,18-Dec,0.68,0.84,post
159,EBAY,4/23/19,19-Mar,0.626,0.67,post
160,EBAY,7/17/19,19-Jun,0.625,0.68,post
161,EBAY,10/23/19,Q3,0.643,0.67,
162,EBAY,1/28/20,Q4,0.756,0.81,
163,EBAY,4/29/20,Q1,0.717,0.77,
164,EBAY,7/28/20,Q2,1.057,1.08,
165,EBAY,10/28/20,Q3,0.774,0.85,
166,EBAY,2/3/21,Q4,0.831,0.86,
167,EBAY,4/28/21,Q1,1.069,1.09,
168,GOOG,4/12/12,12-Mar,,10.05,post
169,GOOG,7/19/12,12-Jun,,10.09,post
170,GOOG,10/18/12,12-Sep,10.6,9,post
171,GOOG,1/22/13,12-Dec,10.5,10.62,post
172,GOOG,4/18/13,13-Mar,10.59,11.55,post
173,GOOG,7/18/13,13-Jun,10.76,9.53,post
174,GOOG,10/17/13,13-Sep,10.32,10.71,post
175,GOOG,1/30/14,13-Dec,12.36,11.98,post
176,GOOG,4/16/14,14-Mar,6.3,6.25,post
177,GOOG,7/17/14,14-Jun,,6.06,post
178,GOOG,10/16/14,14-Sep,,6.33,post
179,GOOG,1/29/15,14-Dec,,6.86,post
180,GOOG,4/23/15,15-Mar,,6.55,post
181,GOOG,7/16/15,15-Jun,,6.99,post
182,GOOG,10/22/15,15-Sep,,7.35,post
183,GOOG,2/1/16,15-Dec,,8.67,post
184,GOOG,4/21/16,16-Mar,,7.5,post
185,GOOG,7/28/16,16-Jun,,8.42,post
186,GOOG,10/27/16,16-Sep,,9.06,post
187,GOOG,1/26/17,16-Dec,,9.36,post
188,GOOG,4/27/17,17-Mar,,7.73,post
189,GOOG,7/24/17,17-Jun,,5.01,post
190,GOOG,10/26/17,17-Sep,,9.57,post
191,GOOG,2/1/18,17-Dec,,9.7,post
192,GOOG,4/23/18,18-Mar,,9.93,post
193,GOOG,7/23/18,18-Jun,,11.75,post
194,GOOG,10/25/18,18-Sep,,13.06,
195,GOOG,2/4/19,18-Dec,,12.77,post
196,GOOG,4/29/19,19-Mar,10.63,9.5,post
197,GOOG,7/25/19,19-Jun,11.333,14.21,post
198,GOOG,10/28/19,Q3,12.456,10.12,
199,GOOG,2/3/20,Q4,12.586,15.35,
200,GOOG,4/28/20,Q1,10.38,9.87,
201,GOOG,7/30/20,Q2,8.342,10.13,
202,GOOG,10/29/20,Q3,11.209,16.4,
203,GOOG,2/2/21,Q4,15.986,22.3,
204,GOOG,4/27/21,Q1,15.876,26.29,
205,IBM,1/18/11,10-Dec,,4.12,
206,IBM,4/19/11,11-Mar,,2.31,
207,IBM,7/18/11,11-Jun,,3,post
208,IBM,10/17/11,11-Sep,,3.19,post
209,IBM,1/19/12,11-Dec,,4.56,post
210,IBM,4/17/12,12-Mar,,2.61,
211,IBM,7/8/12,12-Jun,,3.51,
212,IBM,10/16/12,12-Sep,3.62,3.62,post
213,IBM,1/22/13,12-Dec,5.25,5.39,post
214,IBM,4/18/13,13-Mar,3.06,3,post
215,IBM,7/17/13,13-Jun,3.7,3.91,post
216,IBM,10/16/13,13-Sep,3.95,3.99,post
217,IBM,1/21/14,13-Dec,6.01,6.13,post
218,IBM,4/16/14,14-Mar,2.54,2.54,post
219,IBM,7/17/14,14-Jun,4.31,4.32,post
220,IBM,10/20/14,14-Sep,4.3,3.68,post
221,IBM,1/20/15,14-Dec,5.41,5.81,post
222,IBM,4/20/15,15-Mar,2.84,2.91,post
223,IBM,7/20/15,15-Jun,3.8,3.84,post
224,IBM,10/19/15,15-Sep,3.33,3.34,post
225,IBM,1/19/16,15-Dec,4.76,4.84,post
226,IBM,4/18/16,16-Mar,2.07,2.35,post
227,IBM,7/18/16,16-Jun,2.89,2.95,post
228,IBM,10/17/16,16-Sep,3.21,3.29,post
229,IBM,1/19/17,16-Dec,4.89,5.01,post
230,IBM,4/18/17,17-Mar,2.34,2.38,post
231,IBM,7/18/17,17-Jun,2.73,2.97,post
232,IBM,10/17/17,17-Sep,3.28,3.3,post
233,IBM,1/18/18,17-Dec,5.17,5.18,post
234,IBM,4/17/18,18-Mar,2.4,2.45,post
235,IBM,7/18/18,18-Jun,3.03,3.08,post
236,IBM,10/16/18,18-Sep,3.4,3.42,post
237,IBM,1/22/19,18-Dec,4.81,4.87,post
238,IBM,4/16/19,19-Mar,2.22,2.25,post
239,IBM,7/17/19,Q2,3.069,3.17,
240,IBM,10/16/19,Q3,2.666,2.68,
241,IBM,1/21/20,Q4,4.685,4.71,
242,IBM,4/20/20,Q1,1.795,1.84,
243,IBM,7/20/20,Q2,2.075,2.18,
244,IBM,10/19/20,Q3,2.58,2.58,
245,IBM,1/21/21,Q4,1.792,2.07,
246,IBM,4/19/21,Q1,1.632,1.77,post
247,MSFT,1/27/11,10-Dec,,0.77,post
248,MSFT,4/28/11,11-Mar,,0.61,post
249,MSFT,7/21/11,11-Jun,,0.69,post
250,MSFT,10/20/11,11-Sep,,0.68,post
251,MSFT,1/19/12,11-Dec,,0.78,post
252,MSFT,4/19/12,12-Mar,,0.6,post
253,MSFT,7/19/12,12-Jun,,-0.06,post
254,MSFT,10/18/12,12-Sep,0.57,0.53,post
255,MSFT,1/24/13,12-Dec,0.75,0.81,post
256,MSFT,4/18/13,13-Mar,0.67,0.72,post
257,MSFT,7/18/13,13-Jun,0.74,0.59,post
258,MSFT,10/24/13,13-Sep,0.54,0.62,post
259,MSFT,1/23/14,13-Dec,0.67,0.78,post
260,MSFT,4/24/14,14-Mar,0.62,0.68,post
261,MSFT,7/22/14,14-Jun,0.6,0.58,post
262,MSFT,10/23/14,14-Sep,0.49,0.54,post
263,MSFT,1/26/15,14-Dec,0.7,0.77,post
264,MSFT,4/23/15,15-Mar,0.51,0.62,post
265,MSFT,7/21/15,15-Jun,0.31,0.62,post
266,MSFT,10/22/15,15-Sep,0.57,0.67,post
267,MSFT,1/28/16,15-Dec,0.69,0.78,post
268,MSFT,4/21/16,16-Mar,0.63,0.62,post
269,MSFT,7/19/16,16-Jun,0.58,0.69,post
270,MSFT,10/20/16,16-Sep,0.68,0.76,post
271,MSFT,1/26/17,16-Dec,0.79,0.83,post
272,MSFT,4/27/17,17-Mar,0.69,0.73,post
273,MSFT,7/20/17,17-Jun,0.71,0.98,post
274,MSFT,10/26/17,17-Sep,0.72,0.84,post
275,MSFT,1/31/18,17-Dec,0.86,0.96,post
276,MSFT,4/26/18,18-Mar,0.85,0.95,post
277,MSFT,7/19/18,18-Jun,1.07,1.13,post
278,MSFT,10/24/18,18-Sep,0.96,1.14,post
279,MSFT,1/30/19,18-Dec,1.09,1.1,post
280,MSFT,4/24/19,19-Mar,0.999,1.14,post
281,MSFT,7/18/19,19-Jun,1.213,1.37,post
282,MSFT,10/23/19,Q1,1.245,1.38,
283,MSFT,1/29/20,Q2,1.319,1.51,
284,MSFT,4/29/20,Q3,1.265,1.4,
285,MSFT,7/22/20,Q4,1.343,1.46,
286,MSFT,10/27/20,Q1,1.544,1.82,
287,MSFT,1/26/21,Q2,1.641,2.03,
288,MSFT,4/27/21,Q3,1.779,2.03,
289,NVDA,2/16/11,11-Jan,,0.04,
290,NVDA,5/12/11,11-Apr,,0.08,post
291,NVDA,8/11/11,11-Jul,,0.06,post
292,NVDA,11/10/11,11-Oct,,0.07,post
293,NVDA,2/15/12,12-Jan,,0.05,post
294,NVDA,5/11/12,12-Apr,,0.03,post
295,NVDA,8/9/12,12-Jul,,0.05,post
296,NVDA,11/8/12,12-Oct,0.3,0.33,post
297,NVDA,2/13/13,13-Jan,0.23,0.28,post
298,NVDA,5/9/13,13-Apr,0.1,0.13,post
299,NVDA,8/8/13,13-Jul,0.13,0.16,post
300,NVDA,11/7/13,13-Oct,0.2,0.2,post
301,NVDA,2/12/14,14-Jan,0.18,0.32,post
302,NVDA,5/6/14,14-Apr,0.16,0.29,post
303,NVDA,8/7/14,14-Jul,0.19,0.3,post
304,NVDA,11/6/14,14-Oct,0.29,0.39,post
305,NVDA,2/11/15,15-Jan,0.29,0.36,post
306,NVDA,5/7/15,15-Apr,0.26,0.24,post
307,NVDA,8/6/15,15-Jul,0.11,0.34,post
308,NVDA,11/5/15,15-Oct,0.25,0.46,post
309,NVDA,2/17/16,16-Jan,0.32,0.35,post
310,NVDA,5/12/16,16-Apr,0.31,0.46,post
311,NVDA,8/11/16,16-Jul,0.37,0.53,post
312,NVDA,11/10/16,16-Oct,0.57,0.83,post
313,NVDA,2/9/17,17-Jan,0.83,0.99,post
314,NVDA,5/9/17,17-Apr,0.67,0.85,post
315,NVDA,8/10/17,17-Jul,0.69,1.01,post
316,NVDA,11/9/17,17-Oct,0.94,1.33,post
317,NVDA,2/8/18,18-Jan,1.16,1.72,post
318,NVDA,5/10/18,18-Apr,1.65,2.05,post
319,NVDA,8/16/18,18-Jul,1.84,1.94,post
320,NVDA,11/15/18,18-Oct,1.91,1.84,post
321,NVDA,2/14/19,,0.75,0.8,post
322,NVDA,2/25/19,Q4,0.751,0.72,
323,NVDA,5/16/19,19-Apr,0.81,0.88,post
324,NVDA,8/15/19,19-Jul,1.145,1.24,post
325,NVDA,11/14/19,Q3,1.574,1.78,
326,NVDA,2/13/20,Q4,1.669,1.89,post
327,NVDA,5/21/20,Q1,1.685,1.8,
328,NVDA,8/19/20,Q2,1.968,2.18,
329,NVDA,11/18/20,Q3,2.573,2.91,
330,NVDA,2/24/21,Q4,2.81,3.1,
331,NVDA,5/26/21,Q1,3.284,3.66,
332,T,1/27/11,10-Dec,,0.2,pre
333,T,4/20/11,11-Mar,,0.57,pre
334,T,7/21/11,11-Jun,,0.6,
335,T,10/20/11,11-Sep,,0.61,pre
336,T,1/26/12,11-Dec,,-1.12,pre
337,T,4/24/12,12-Mar,,0.6,pre
338,T,7/24/12,12-Jun,,0.66,pre
339,T,10/24/12,12-Sep,0.6,0.62,pre
340,T,1/24/13,12-Dec,0.47,0.44,post
341,T,4/23/13,13-Mar,0.64,0.64,post
342,T,7/23/13,13-Jun,0.68,0.67,post
343,T,10/23/13,13-Sep,0.65,0.66,post
344,T,1/28/14,13-Dec,0.5,0.53,post
345,T,4/22/14,14-Mar,0.7,0.71,post
346,T,7/23/14,14-Jun,0.63,0.62,post
347,T,10/22/14,14-Sep,0.64,0.63,post
348,T,1/27/15,14-Dec,0.55,0.55,post
349,T,4/22/15,15-Mar,0.63,0.63,post
350,T,7/23/15,15-Jun,0.63,0.69,post
351,T,10/22/15,15-Sep,0.68,0.74,post
352,T,1/26/16,15-Dec,0.64,0.63,post
353,T,4/26/16,16-Mar,0.69,0.72,post
354,T,7/21/16,16-Jun,0.72,0.72,post
355,T,10/22/16,16-Sep,0.74,0.74,post
356,T,1/25/17,16-Dec,0.66,0.66,post
357,T,4/25/17,17-Mar,0.74,0.74,post
358,T,7/25/17,17-Jun,0.74,0.79,post
359,T,10/24/17,17-Sep,0.75,0.74,post
360,T,1/31/18,17-Dec,0.65,0.78,post
361,T,4/25/18,18-Mar,0.87,0.85,post
362,T,7/24/18,18-Jun,0.85,0.91,post
363,T,10/24/18,18-Sep,0.93,0.9,pre
364,T,1/30/19,18-Dec,0.85,0.86,pre
365,T,4/24/19,19-Mar,0.858,0.86,pre
366,T,7/24/19,19-Jun,0.892,0.89,pre
367,T,10/28/19,Q3,0.933,0.94,
368,T,1/29/20,Q4,0.869,0.89,
369,T,4/22/20,Q1,0.848,0.84,
370,T,7/23/20,Q2,0.793,0.83,
371,T,10/22/20,Q3,0.759,0.76,
372,T,1/27/21,Q4,0.728,0.75,
373,T,4/22/21,Q1,0.776,0.86,pre
374,TSLA,2/15/11,10-Dec,,0.43,post
375,TSLA,5/4/11,11-Mar,,-0.03,post
376,TSLA,8/3/11,11-Jun,,-0.04,post
377,TSLA,11/2/11,11-Sep,,-0.04,
378,TSLA,2/15/12,11-Dec,,-0.05,post
379,TSLA,5/9/12,12-Mar,,-0.76,post
380,TSLA,7/25/12,12-Jun,,-0.89,post
381,TSLA,11/5/12,12-Sep,-0.9,-0.92,pre
382,TSLA,2/20/13,12-Dec,-0.53,-0.65,post
383,TSLA,5/8/13,13-Mar,0.01,0.12,post
384,TSLA,8/7/13,13-Jun,-0.18,0.04,post
385,TSLA,11/5/13,13-Sep,0.12,0.13,post
386,TSLA,2/19/14,13-Dec,0.21,0.37,post
387,TSLA,5/7/14,14-Mar,0.08,0.12,post
388,TSLA,7/31/14,14-Jun,0.04,0.13,post
389,TSLA,11/5/14,14-Sep,0,0.02,post
390,TSLA,2/11/15,14-Dec,0.25,-0.13,post
391,TSLA,5/6/15,15-Mar,-0.52,-0.36,post
392,TSLA,8/5/15,15-Jun,-0.57,-0.48,post
393,TSLA,11/3/15,15-Sep,-0.53,-0.58,post
394,TSLA,2/10/16,15-Dec,0.07,-0.87,post
395,TSLA,5/4/16,16-Mar,-0.54,-0.57,post
396,TSLA,8/3/16,16-Jun,-0.56,-1.06,post
397,TSLA,10/26/16,16-Sep,-0.54,0.71,post
398,TSLA,2/22/17,16-Dec,-0.13,-0.69,post
399,TSLA,5/3/17,17-Mar,-0.55,-1.33,post
400,TSLA,8/2/17,17-Jun,-1.94,-1.33,post
401,TSLA,11/1/17,17-Sep,-2.45,-2.92,post
402,TSLA,2/7/18,17-Dec,-3.19,-3.04,post
403,TSLA,5/2/18,18-Mar,-3.37,-3.35,post
404,TSLA,8/1/18,18-Jun,-2.78,-3.06,post
405,TSLA,10/24/18,18-Sep,-0.55,2.9,post
406,TSLA,1/30/19,18-Dec,2.08,1.93,post
407,TSLA,4/24/19,19-Mar,-0.686,-2.9,post
408,TSLA,7/24/19,19-Jun,-0.356,-1.12,post
409,TSLA,10/23/19,Q3,-0.42,1.86,
410,TSLA,1/29/20,Q4,1.724,2.06,
411,TSLA,4/29/20,Q1,-0.357,1.24,
412,TSLA,7/22/20,Q2,0.032,2.18,
413,TSLA,10/21/20,Q3,0.569,0.76,
414,TSLA,1/27/21,Q4,1.032,0.8,post
415,TSLA,4/26/21,Q1,0.79,0.93,post
